,Protein 1 ID,P1 name,Protein 2 ID,P2 name,Retained DDIs,Lost DDIs
39038,ENSG00000168952,STXBP6,ENSG00000170310,STX8,PF00957-PF05739,-
39039,ENSG00000168952,STXBP6,ENSG00000079950,STX7,PF00957-PF05739,-
39040,ENSG00000233927,RPS28,ENSG00000233927,RPS28,PF01200-PF01200,-
39041,ENSG00000233927,RPS28,ENSG00000185088,RPS27L,PF01200-PF01667,-
39042,ENSG00000233927,RPS28,ENSG00000034152,MAP2K3,PF01200-PF00069,-
39043,ENSG00000233927,RPS28,ENSG00000114391,RPL24,PF01200-PF01246,-
39044,ENSG00000233927,RPS28,ENSG00000145425,RPS3A,PF01200-PF01015,-
39045,ENSG00000065413,ANKRD44,ENSG00000185722,ANKFY1,PF13637-PF12796 ; PF13637-PF00023 ; PF13637-PF13637 ; PF13637-PF13857 ; PF12796-PF12796 ; PF12796-PF00023 ; PF12796-PF13637 ; PF12796-PF13857 ; PF00023-PF00651 ; PF00023-PF12796 ; PF00023-PF01363 ; PF00023-PF00023 ; PF00023-PF13637 ; PF00023-PF13857,-
39046,ENSG00000117280,RAB29,ENSG00000154237,LRRK1,-,PF00071-PF12796 ; PF00071-PF00069 ; PF00071-PF08477
39047,ENSG00000125388,GRK4,ENSG00000069869,NEDD4,PF00069-PF00397 ; PF00069-PF00168,-
39048,ENSG00000100284,TOM1,ENSG00000039319,ZFYVE16,PF00790-PF01363,-
39049,ENSG00000144749,LRIG1,ENSG00000180900,SCRIB,PF13855-PF13855 ; PF01463-PF13855 ; PF07679-PF13855 ; PF13927-PF13855,-
39050,ENSG00000144749,LRIG1,ENSG00000152894,PTPRK,PF13855-PF07679 ; PF07679-PF00041 ; PF07679-PF07679 ; PF13927-PF00041 ; PF13927-PF07679,-
39051,ENSG00000264364,DYNLL2,ENSG00000158560,DYNC1I1,PF01221-PF11540,-
39052,ENSG00000264364,DYNLL2,ENSG00000264364,DYNLL2,PF01221-PF01221,-
39053,ENSG00000264364,DYNLL2,ENSG00000077380,DYNC1I2,PF01221-PF11540,-
39054,ENSG00000172602,RND1,ENSG00000160007,ARHGAP35,PF00071-PF00620 ; PF00071-PF00071,-
39055,ENSG00000023734,STRAP,ENSG00000101665,SMAD7,PF00400-PF03166,-
39056,ENSG00000023734,STRAP,ENSG00000183765,CHEK2,PF00400-PF00069,-
39057,ENSG00000023734,STRAP,ENSG00000145907,G3BP1,PF00400-PF00076,-
39058,ENSG00000023734,STRAP,ENSG00000135486,HNRNPA1,PF00400-PF00076,-
39059,ENSG00000023734,STRAP,ENSG00000160957,RECQL4,PF00400-PF00271 ; PF00400-PF00270,-
39060,ENSG00000023734,STRAP,ENSG00000023734,STRAP,PF00400-PF00400,-
39061,ENSG00000023734,STRAP,ENSG00000205937,RNPS1,PF00400-PF00076,-
39062,ENSG00000154914,USP43,ENSG00000102054,RBBP7,PF00443-PF00400,-
39063,ENSG00000105701,FKBP8,ENSG00000078061,ARAF,PF00254-PF07714,-
39064,ENSG00000105701,FKBP8,ENSG00000167965,MLST8,-,PF00515-PF00400
39065,ENSG00000105701,FKBP8,ENSG00000109670,FBXW7,-,PF00515-PF00400
39066,ENSG00000105701,FKBP8,ENSG00000105701,FKBP8,PF00254-PF00254,PF07719-PF00515 ; PF00254-PF00515 ; PF00515-PF07719 ; PF00515-PF00254 ; PF00515-PF00515
39067,ENSG00000118515,SGK1,ENSG00000069869,NEDD4,PF00069-PF00397 ; PF00069-PF00168 ; PF00433-PF00168,-
39068,ENSG00000118515,SGK1,ENSG00000182481,KPNA2,PF00069-PF01749 ; PF00069-PF00514,-
39069,ENSG00000118515,SGK1,ENSG00000049759,NEDD4L,PF00069-PF00168 ; PF00069-PF00397 ; PF00433-PF00168,-
39070,ENSG00000118515,SGK1,ENSG00000101017,CD40,PF00069-PF00020,-
39071,ENSG00000118515,SGK1,ENSG00000096060,FKBP5,PF00069-PF00254 ; PF00069-PF00515,-
39072,ENSG00000118515,SGK1,ENSG00000118515,SGK1,PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00069 ; PF00433-PF00433,PF00069-PF00787 ; PF00787-PF00069 ; PF00787-PF00787
39073,ENSG00000118515,SGK1,ENSG00000174775,HRAS,PF00069-PF00071 ; PF00433-PF00071,PF00787-PF00071
39074,ENSG00000070047,PHRF1,ENSG00000139116,KIF21A,PF00628-PF00400,-
39075,ENSG00000070047,PHRF1,ENSG00000070495,JMJD6,PF00628-PF02373,-
39076,ENSG00000010671,BTK,ENSG00000010671,BTK,PF00018-PF00018 ; PF00018-PF00169 ; PF00018-PF07714 ; PF00018-PF00017 ; PF00169-PF00018 ; PF00169-PF00169 ; PF00169-PF07714 ; PF00169-PF00017 ; PF00169-PF00779 ; PF07714-PF00018 ; PF07714-PF00169 ; PF07714-PF07714 ; PF07714-PF00017 ; PF00017-PF00018 ; PF00017-PF00169 ; PF00017-PF07714 ; PF00017-PF00017 ; PF00017-PF00779 ; PF00779-PF00169 ; PF00779-PF00017 ; PF00779-PF00779,-
39077,ENSG00000010671,BTK,ENSG00000162434,JAK1,PF00018-PF07714 ; PF00169-PF07714 ; PF07714-PF07714 ; PF00017-PF07714 ; PF00017-PF18379,-
39078,ENSG00000010671,BTK,ENSG00000108443,RPS6KB1,PF00018-PF00069 ; PF00169-PF00433 ; PF00169-PF00069 ; PF07714-PF00069 ; PF00017-PF00433 ; PF00017-PF00069,-
39079,ENSG00000010671,BTK,ENSG00000196924,FLNA,PF00018-PF00307 ; PF00169-PF00307 ; PF07714-PF00307,-
39080,ENSG00000010671,BTK,ENSG00000126561,STAT5A,PF00018-PF00017 ; PF00169-PF00017 ; PF07714-PF00017 ; PF00017-PF00017 ; PF00017-PF02864 ; PF00017-PF01017 ; PF00779-PF00017,-
39081,ENSG00000010671,BTK,ENSG00000197943,PLCG2,PF00018-PF00168 ; PF00018-PF00017 ; PF00018-PF00018 ; PF00169-PF00388 ; PF00169-PF00168 ; PF00169-PF00017 ; PF00169-PF00387 ; PF00169-PF00018 ; PF07714-PF00017 ; PF07714-PF00018 ; PF00017-PF00388 ; PF00017-PF00168 ; PF00017-PF00017 ; PF00017-PF00387 ; PF00017-PF00018 ; PF00779-PF00017,-
39082,ENSG00000010671,BTK,ENSG00000110880,CORO1C,PF00018-PF00400 ; PF00169-PF00400,-
39083,ENSG00000010671,BTK,ENSG00000113758,DBN1,PF00018-PF00241 ; PF07714-PF00241,-
39084,ENSG00000010671,BTK,ENSG00000174775,HRAS,PF00018-PF00071 ; PF00169-PF00071 ; PF07714-PF00071,-
39085,ENSG00000010671,BTK,ENSG00000015285,WAS,PF00018-PF00568 ; PF00018-PF00786 ; PF00018-PF02205 ; PF00169-PF00786,-
39086,ENSG00000010671,BTK,ENSG00000184216,IRAK1,PF00018-PF00069 ; PF00169-PF00069 ; PF07714-PF00069 ; PF00017-PF00069,PF00018-PF07714 ; PF00169-PF07714 ; PF07714-PF07714 ; PF00017-PF07714
39087,ENSG00000010671,BTK,ENSG00000110395,CBL,PF00018-PF00627 ; PF00017-PF02761 ; PF00017-PF02762 ; PF00017-PF02262,-
39088,ENSG00000175166,PSMD2,ENSG00000175166,PSMD2,PF17781-PF17781 ; PF17781-PF18051 ; PF17781-PF01851 ; PF18051-PF17781 ; PF01851-PF17781 ; PF01851-PF01851,-
39089,ENSG00000175166,PSMD2,ENSG00000143106,PSMA5,PF01851-PF00227,-
39090,ENSG00000175166,PSMD2,ENSG00000051108,HERPUD1,PF01851-PF00240,-
39091,ENSG00000175166,PSMD2,ENSG00000277791,PSMB3,PF01851-PF00227,-
39092,ENSG00000175166,PSMD2,ENSG00000163636,PSMD6,PF01851-PF01399,-
39093,ENSG00000175166,PSMD2,ENSG00000185627,PSMD13,PF01851-PF01399,-
39094,ENSG00000175166,PSMD2,ENSG00000107262,BAG1,PF01851-PF00240,-
39095,ENSG00000175166,PSMD2,ENSG00000100519,PSMC6,PF17781-PF17862 ; PF18051-PF17862 ; PF01851-PF00004,-
39096,ENSG00000175166,PSMD2,ENSG00000160803,UBQLN4,PF01851-PF00627 ; PF01851-PF00240,-
39097,ENSG00000175166,PSMD2,ENSG00000129084,PSMA1,PF01851-PF00227,-
39098,ENSG00000175166,PSMD2,ENSG00000197170,PSMD12,PF01851-PF01399,-
39099,ENSG00000072518,MARK2,ENSG00000163545,NUAK2,PF00069-PF00069 ; PF02149-PF00069 ; PF00627-PF00069,-
39100,ENSG00000072518,MARK2,ENSG00000072518,MARK2,PF00069-PF00069 ; PF00069-PF02149 ; PF00069-PF00627 ; PF02149-PF00069 ; PF02149-PF00627 ; PF00627-PF00069 ; PF00627-PF02149 ; PF00627-PF00627,-
39101,ENSG00000072518,MARK2,ENSG00000198947,DMD,PF00069-PF00435 ; PF00069-PF00397,-
39102,ENSG00000072518,MARK2,ENSG00000061273,HDAC7,PF00069-PF00850,-
39103,ENSG00000072518,MARK2,ENSG00000148498,PARD3,PF00069-PF00595,-
39104,ENSG00000072518,MARK2,ENSG00000134982,APC,PF00069-PF00514,-
39105,ENSG00000072518,MARK2,ENSG00000174775,HRAS,PF00069-PF00071,-
39106,ENSG00000072518,MARK2,ENSG00000069869,NEDD4,PF00069-PF00397 ; PF00069-PF00168 ; PF00627-PF00632,-
39107,ENSG00000072518,MARK2,ENSG00000135486,HNRNPA1,PF00069-PF00076 ; PF00627-PF00076,-
39108,ENSG00000072518,MARK2,ENSG00000075413,MARK3,PF00069-PF02149 ; PF00069-PF00627 ; PF00069-PF00069 ; PF02149-PF00627 ; PF02149-PF00069 ; PF00627-PF02149 ; PF00627-PF00627 ; PF00627-PF00069,-
39109,ENSG00000072518,MARK2,ENSG00000079335,CDC14A,PF00069-PF00782,-
39110,ENSG00000072518,MARK2,ENSG00000049759,NEDD4L,PF00069-PF00168 ; PF00069-PF00397 ; PF00627-PF00632,-
39111,ENSG00000072518,MARK2,ENSG00000108953,YWHAE,PF00069-PF00244,-
39112,ENSG00000072518,MARK2,ENSG00000153707,PTPRD,PF00069-PF00102 ; PF00069-PF07679 ; PF00069-PF00041,-
39113,ENSG00000072518,MARK2,ENSG00000170027,YWHAG,PF00069-PF00244,-
39114,ENSG00000072518,MARK2,ENSG00000102981,PARD6A,PF00069-PF00595 ; PF00069-PF00564,-
39115,ENSG00000106028,SSBP1,ENSG00000106028,SSBP1,PF00436-PF00436,-
39116,ENSG00000100316,RPL3,ENSG00000160957,RECQL4,PF00297-PF00271 ; PF00297-PF00270,-
39117,ENSG00000100316,RPL3,ENSG00000100316,RPL3,PF00297-PF00297,-
39118,ENSG00000100316,RPL3,ENSG00000114391,RPL24,PF00297-PF01246,-
39119,ENSG00000159082,SYNJ1,ENSG00000165912,PACSIN3,-,PF02383-PF00018
39120,ENSG00000159082,SYNJ1,ENSG00000205726,ITSN1,-,PF02383-PF00018
39121,ENSG00000165349,SLC7A3,ENSG00000120217,CD274,PF13520-PF07686,-
39122,ENSG00000145423,SFRP2,ENSG00000120057,SFRP5,PF01392-PF01392,-
39123,ENSG00000138592,USP8,ENSG00000181852,RNF41,PF00581-PF08941,-
39124,ENSG00000138592,USP8,ENSG00000138592,USP8,PF08969-PF08969 ; PF00581-PF00581 ; PF00443-PF00443,-
39125,ENSG00000138592,USP8,ENSG00000119541,VPS4B,PF00443-PF00004,-
39126,ENSG00000138592,USP8,ENSG00000135655,USP15,PF00443-PF00443 ; PF00443-PF14533,-
39127,ENSG00000138592,USP8,ENSG00000115145,STAM2,PF00443-PF00018,-
39128,ENSG00000138592,USP8,ENSG00000136738,STAM,PF00443-PF00018,-
39129,ENSG00000198690,FAN1,ENSG00000198690,FAN1,PF08774-PF08774,-
39130,ENSG00000078747,ITCH,ENSG00000137486,ARRB1,PF00397-PF00339,-
39131,ENSG00000078747,ITCH,ENSG00000078967,UBE2D4,PF00632-PF00179,-
39132,ENSG00000078747,ITCH,ENSG00000133961,NUMB,PF00397-PF00640,-
39133,ENSG00000078747,ITCH,ENSG00000110395,CBL,PF00632-PF00627,-
39134,ENSG00000078747,ITCH,ENSG00000154237,LRRK1,-,PF00168-PF00069 ; PF00397-PF00069
39135,ENSG00000078747,ITCH,ENSG00000115145,STAM2,PF00168-PF00018,-
39136,ENSG00000078747,ITCH,ENSG00000114742,WDR48,PF00632-PF00400,-
39137,ENSG00000078747,ITCH,ENSG00000078061,ARAF,PF00168-PF00130,-
39138,ENSG00000078747,ITCH,ENSG00000072401,UBE2D1,PF00632-PF00179,-
39139,ENSG00000078747,ITCH,ENSG00000141480,ARRB2,PF00397-PF00339,-
39140,ENSG00000078747,ITCH,ENSG00000104205,SGK3,PF00168-PF00433 ; PF00168-PF00069 ; PF00397-PF00069,-
39141,ENSG00000078747,ITCH,ENSG00000071626,DAZAP1,PF00397-PF00076,-
39142,ENSG00000078747,ITCH,ENSG00000111605,CPSF6,PF00397-PF00076,-
39143,ENSG00000078747,ITCH,ENSG00000078140,UBE2K,PF00632-PF00627 ; PF00632-PF00179,-
39144,ENSG00000078747,ITCH,ENSG00000078747,ITCH,PF00168-PF00168 ; PF00168-PF00632 ; PF00168-PF00397 ; PF00632-PF00168 ; PF00632-PF00632 ; PF00632-PF00397 ; PF00397-PF00168 ; PF00397-PF00632 ; PF00397-PF00397,-
39145,ENSG00000078747,ITCH,ENSG00000136738,STAM,PF00168-PF00018,-
39146,ENSG00000078747,ITCH,ENSG00000205726,ITSN1,PF00168-PF00018 ; PF00168-PF00168 ; PF00632-PF00168 ; PF00397-PF00168,-
39147,ENSG00000142230,SAE1,ENSG00000126261,UBA2,PF00899-PF00899 ; PF00899-PF14732,-
39148,ENSG00000137843,PAK6,ENSG00000205302,SNX2,PF00069-PF00787,-
39149,ENSG00000137843,PAK6,ENSG00000072201,LNX1,PF00069-PF00595,PF00069-PF00097
39150,ENSG00000137843,PAK6,ENSG00000196730,DAPK1,PF00786-PF00069 ; PF00069-PF00069 ; PF00069-PF12796 ; PF00069-PF00531 ; PF00069-PF13637 ; PF00069-PF00023,-
39151,ENSG00000137843,PAK6,ENSG00000108953,YWHAE,PF00786-PF00244 ; PF00069-PF00244,-
39152,ENSG00000137843,PAK6,ENSG00000012171,SEMA3B,PF00069-PF00047,-
39153,ENSG00000137843,PAK6,ENSG00000106683,LIMK1,PF00069-PF00595 ; PF00069-PF00412 ; PF00069-PF07714,-
39154,ENSG00000137843,PAK6,ENSG00000154237,LRRK1,-,PF00786-PF00069 ; PF00069-PF12796 ; PF00069-PF00069 ; PF00069-PF08477
39155,ENSG00000137843,PAK6,ENSG00000153707,PTPRD,PF00069-PF00102 ; PF00069-PF07679 ; PF00069-PF00041,-
39156,ENSG00000137843,PAK6,ENSG00000170027,YWHAG,PF00786-PF00244 ; PF00069-PF00244,-
39157,ENSG00000137843,PAK6,ENSG00000070831,CDC42,PF00786-PF00071 ; PF00069-PF00071,-
39158,ENSG00000137843,PAK6,ENSG00000174775,HRAS,PF00786-PF00071 ; PF00069-PF00071,-
39159,ENSG00000137843,PAK6,ENSG00000137843,PAK6,PF00786-PF00786 ; PF00786-PF00069 ; PF00069-PF00786 ; PF00069-PF00069,-
39160,ENSG00000114391,RPL24,ENSG00000089157,RPLP0,PF01246-PF00428,-
39161,ENSG00000114391,RPL24,ENSG00000185088,RPS27L,PF01246-PF01667,-
39162,ENSG00000114391,RPL24,ENSG00000145425,RPS3A,PF01246-PF01015,-
39163,ENSG00000106355,LSM5,ENSG00000175324,LSM1,PF01423-PF01423,-
39164,ENSG00000106355,LSM5,ENSG00000174243,DDX23,PF01423-PF00271 ; PF01423-PF00270,-
39165,ENSG00000106355,LSM5,ENSG00000105618,AC012314.16,PF01423-PF01798,-
39166,ENSG00000106355,LSM5,ENSG00000138668,HNRNPD,PF01423-PF00076,-
39167,ENSG00000106355,LSM5,ENSG00000139343,SNRPF,PF01423-PF01423,-
39168,ENSG00000106355,LSM5,ENSG00000183011,NAA38,PF01423-PF01423,-
39169,ENSG00000183751,TBL3,ENSG00000167986,DDB1,PF00400-PF10433 ; PF00400-PF03178,-
39170,ENSG00000183751,TBL3,ENSG00000173933,RBM4,PF00400-PF00076,-
39171,ENSG00000183751,TBL3,ENSG00000089737,DDX24,PF00400-PF00271 ; PF00400-PF00270,-
39172,ENSG00000183751,TBL3,ENSG00000198399,ITSN2,PF00400-PF00018,-
39173,ENSG00000183751,TBL3,ENSG00000101557,USP14,PF00400-PF00443,-
39174,ENSG00000107562,CXCL12,ENSG00000107562,CXCL12,PF00048-PF00048,-
39175,ENSG00000154832,CXXC1,ENSG00000139718,SETD1B,PF00628-PF00856 ; PF00628-PF00076,-
39176,ENSG00000154832,CXXC1,ENSG00000167548,KMT2D,PF00628-PF00856,PF00628-PF00628
39177,ENSG00000154832,CXXC1,ENSG00000117222,RBBP5,PF00628-PF00400,-
39178,ENSG00000174004,NRROS,ENSG00000186907,RTN4RL2,PF13855-PF13855 ; PF13516-PF13855,-
39179,ENSG00000276043,UHRF1,ENSG00000072803,FBXW11,PF00240-PF12937 ; PF00240-PF00400 ; PF00628-PF00400,-
39180,ENSG00000276043,UHRF1,ENSG00000072401,UBE2D1,PF00240-PF00179,-
39181,ENSG00000276043,UHRF1,ENSG00000055130,CUL1,PF00240-PF00888 ; PF00240-PF10557,-
39182,ENSG00000276043,UHRF1,ENSG00000101557,USP14,PF00240-PF00443,-
39183,ENSG00000276043,UHRF1,ENSG00000121481,RNF2,PF00240-PF13923,-
39184,ENSG00000276043,UHRF1,ENSG00000145391,SETD7,PF02182-PF00856 ; PF00628-PF00856,-
39185,ENSG00000276043,UHRF1,ENSG00000276043,UHRF1,PF02182-PF02182 ; PF00240-PF00240 ; PF12148-PF12148 ; PF00628-PF00628,-
39186,ENSG00000276043,UHRF1,ENSG00000113648,MACROH2A1,PF00240-PF00125 ; PF00628-PF00125,-
39187,ENSG00000276043,UHRF1,ENSG00000141499,WRAP53,PF00240-PF00400 ; PF00628-PF00400,-
39188,ENSG00000124782,RREB1,ENSG00000196591,HDAC2,PF00096-PF00850,-
39189,ENSG00000124782,RREB1,ENSG00000151414,NEK7,PF00096-PF00069,-
39190,ENSG00000104964,TLE5,ENSG00000104964,TLE5,PF03920-PF03920,-
39191,ENSG00000105993,DNAJB6,ENSG00000096060,FKBP5,PF00226-PF00515,-
39192,ENSG00000105993,DNAJB6,ENSG00000109670,FBXW7,PF00226-PF00400,-
39193,ENSG00000115350,POLE4,ENSG00000120837,NFYB,PF00808-PF00808,-
39194,ENSG00000115350,POLE4,ENSG00000115350,POLE4,PF00808-PF00808,-
39195,ENSG00000095370,SH2D3C,ENSG00000050820,BCAR1,PF00617-PF00018 ; PF00617-PF12026 ; PF00017-PF00018,PF00017-PF07653
39196,ENSG00000100109,TFIP11,ENSG00000139343,SNRPF,PF01585-PF01423,-
39197,ENSG00000100109,TFIP11,ENSG00000107105,ELAVL2,PF01585-PF00076,-
39198,ENSG00000136738,STAM,ENSG00000185359,HGS,PF02809-PF00790 ; PF02809-PF01363 ; PF00018-PF00790 ; PF00790-PF00790 ; PF00790-PF01363,-
39199,ENSG00000136738,STAM,ENSG00000160803,UBQLN4,PF02809-PF00240 ; PF00018-PF00627 ; PF00018-PF00240 ; PF00790-PF00240,-
39200,ENSG00000136738,STAM,ENSG00000115145,STAM2,PF02809-PF00790 ; PF02809-PF02809 ; PF00018-PF00018 ; PF00018-PF00790 ; PF00790-PF00018 ; PF00790-PF00790 ; PF00790-PF02809,-
39201,ENSG00000136738,STAM,ENSG00000070371,CLTCL1,PF00790-PF00637,-
39202,ENSG00000136738,STAM,ENSG00000135655,USP15,PF00018-PF00443,-
39203,ENSG00000146963,LUC7L2,ENSG00000146963,LUC7L2,PF03194-PF03194,-
39204,ENSG00000164068,RNF123,ENSG00000117222,RBBP5,PF00622-PF00400,-
39205,ENSG00000164068,RNF123,ENSG00000072401,UBE2D1,PF13920-PF00179,-
39206,ENSG00000164068,RNF123,ENSG00000100505,TRIM9,PF00622-PF00622 ; PF13920-PF13920,-
39207,ENSG00000164068,RNF123,ENSG00000139116,KIF21A,PF00622-PF00400,-
39208,ENSG00000063245,EPN1,ENSG00000130787,HIP1R,PF01417-PF07651,-
39209,ENSG00000104129,DNAJC17,ENSG00000284024,HSPA14,PF00226-PF00012,-
39210,ENSG00000104129,DNAJC17,ENSG00000149428,HYOU1,PF00226-PF00012,-
39211,ENSG00000165219,GAPVD1,ENSG00000160293,VAV2,PF00616-PF00169,-
39212,ENSG00000186628,FSD2,ENSG00000104611,SH2D4A,PF00041-PF00017,-
39213,ENSG00000197785,ATAD3A,ENSG00000101557,USP14,PF00004-PF00443,-
39214,ENSG00000123240,OPTN,ENSG00000145901,TNIP1,-,PF16516-PF16516
39215,ENSG00000123240,OPTN,ENSG00000123240,OPTN,PF11577-PF11577 ; PF16516-PF16516,-
39216,ENSG00000197757,HOXC6,ENSG00000183765,CHEK2,PF00046-PF00069,-
39217,ENSG00000100403,ZC3H7B,ENSG00000145907,G3BP1,PF00642-PF00076,-
39218,ENSG00000173011,TADA2B,ENSG00000132604,TERF2,PF00249-PF00249,-
39219,ENSG00000196664,TLR7,ENSG00000172936,MYD88,PF01582-PF00531 ; PF01582-PF01582,-
39220,ENSG00000091428,RAPGEF4,ENSG00000116473,RAP1A,PF00618-PF00071 ; PF00617-PF00071,-
39221,ENSG00000091039,OSBPL8,ENSG00000137337,MDC1,PF00169-PF00498,-
39222,ENSG00000137656,BUD13,ENSG00000134597,RBMX2,PF09736-PF00076,-
39223,ENSG00000137656,BUD13,ENSG00000173933,RBM4,PF09736-PF00076,-
39224,ENSG00000077254,USP33,ENSG00000135655,USP15,PF00443-PF00443 ; PF00443-PF14533 ; PF06337-PF06337 ; PF06337-PF14836,-
39225,ENSG00000184343,SRPK3,ENSG00000136450,SRSF1,-,PF00069-PF00076
39226,ENSG00000184343,SRPK3,ENSG00000096063,SRPK1,-,PF00069-PF00069
39227,ENSG00000184343,SRPK3,ENSG00000143368,SF3B4,-,PF00069-PF00076
39228,ENSG00000170265,ZNF282,ENSG00000197024,ZNF398,PF00096-PF00096 ; PF00096-PF01352 ; PF01352-PF00096,-
39229,ENSG00000170265,ZNF282,ENSG00000170260,ZNF212,PF00096-PF01352 ; PF00096-PF00096 ; PF01352-PF00096,-
39230,ENSG00000149091,DGKZ,ENSG00000172575,RASGRP1,PF00130-PF00130,-
39231,ENSG00000149091,DGKZ,ENSG00000174775,HRAS,PF12796-PF00071,-
39232,ENSG00000101191,DIDO1,ENSG00000116560,SFPQ,PF00628-PF00076,-
39233,ENSG00000101191,DIDO1,ENSG00000070495,JMJD6,PF00628-PF02373,-
39234,ENSG00000101191,DIDO1,ENSG00000113648,MACROH2A1,PF00628-PF00125,-
39235,ENSG00000101191,DIDO1,ENSG00000109670,FBXW7,PF00628-PF00400,-
39236,ENSG00000101191,DIDO1,ENSG00000136450,SRSF1,PF00628-PF00076,-
39237,ENSG00000171793,CTPS1,ENSG00000163655,GMPS,PF06418-PF00117,PF00117-PF00117 ; PF00117-PF02540 ; PF00117-PF00958
39238,ENSG00000171793,CTPS1,ENSG00000171793,CTPS1,PF06418-PF06418,PF00117-PF00117 ; PF00117-PF06418 ; PF06418-PF00117
39239,ENSG00000213859,KCTD11,ENSG00000213859,KCTD11,PF02214-PF02214,-
39240,ENSG00000102781,KATNAL1,ENSG00000102781,KATNAL1,PF17862-PF17862 ; PF17862-PF00004 ; PF17862-PF09336 ; PF00004-PF17862 ; PF00004-PF00004 ; PF00004-PF09336 ; PF09336-PF17862 ; PF09336-PF00004 ; PF09336-PF09336,-
39241,ENSG00000102781,KATNAL1,ENSG00000109670,FBXW7,PF00004-PF00400,-
39242,ENSG00000129515,SNX6,ENSG00000205302,SNX2,PF09325-PF09325 ; PF09325-PF00787 ; PF00787-PF09325 ; PF00787-PF00787,-
39243,ENSG00000129515,SNX6,ENSG00000172803,SNX32,PF09325-PF00787 ; PF09325-PF09325 ; PF00787-PF00787 ; PF00787-PF09325,-
39244,ENSG00000129515,SNX6,ENSG00000154310,TNIK,PF00787-PF00069,-
39245,ENSG00000129515,SNX6,ENSG00000174775,HRAS,PF00787-PF00071,-
39246,ENSG00000110887,DAO,ENSG00000110887,DAO,PF01266-PF01266,-
39247,ENSG00000132383,RPA1,ENSG00000002016,RAD52,PF01336-PF04098,-
39248,ENSG00000132383,RPA1,ENSG00000065057,NTHL1,PF01336-PF00633,-
39249,ENSG00000132383,RPA1,ENSG00000106399,RPA3,PF01336-PF08661 ; PF08646-PF08661,-
39250,ENSG00000132383,RPA1,ENSG00000174243,DDX23,PF01336-PF00271 ; PF01336-PF00270,-
39251,ENSG00000132383,RPA1,ENSG00000138375,SMARCAL1,PF01336-PF00271,-
39252,ENSG00000132383,RPA1,ENSG00000132383,RPA1,PF04057-PF04057 ; PF01336-PF01336 ; PF01336-PF08646 ; PF01336-PF16900 ; PF08646-PF01336 ; PF16900-PF01336,-
39253,ENSG00000132383,RPA1,ENSG00000160957,RECQL4,PF01336-PF00271 ; PF01336-PF00270,-
39254,ENSG00000069869,NEDD4,ENSG00000197901,SLC22A6,PF00397-PF00083,-
39255,ENSG00000069869,NEDD4,ENSG00000137486,ARRB1,PF00397-PF00339,-
39256,ENSG00000069869,NEDD4,ENSG00000154237,LRRK1,-,PF00397-PF00069 ; PF00168-PF00069
39257,ENSG00000069869,NEDD4,ENSG00000133961,NUMB,PF00397-PF00640,-
39258,ENSG00000069869,NEDD4,ENSG00000101109,STK4,PF00397-PF00069 ; PF00168-PF00069,-
39259,ENSG00000069869,NEDD4,ENSG00000198947,DMD,PF00632-PF00397 ; PF00397-PF09068 ; PF00397-PF00435 ; PF00397-PF00397 ; PF00397-PF00307 ; PF00168-PF00397,-
39260,ENSG00000069869,NEDD4,ENSG00000072401,UBE2D1,PF00632-PF00179,-
39261,ENSG00000069869,NEDD4,ENSG00000154310,TNIK,PF00397-PF00069 ; PF00168-PF00069,-
39262,ENSG00000069869,NEDD4,ENSG00000196923,PDLIM7,PF00397-PF00595 ; PF00168-PF00595,-
39263,ENSG00000069869,NEDD4,ENSG00000108443,RPS6KB1,PF00397-PF00069 ; PF00168-PF00433 ; PF00168-PF00069,-
39264,ENSG00000069869,NEDD4,ENSG00000134602,STK26,PF00397-PF00069 ; PF00168-PF00069,-
39265,ENSG00000069869,NEDD4,ENSG00000101049,SGK2,PF00397-PF00069 ; PF00168-PF00069 ; PF00168-PF00433,-
39266,ENSG00000069869,NEDD4,ENSG00000197442,MAP3K5,PF00397-PF00069 ; PF00168-PF00069,-
39267,ENSG00000069869,NEDD4,ENSG00000069869,NEDD4,PF00632-PF00632 ; PF00632-PF00397 ; PF00632-PF00168 ; PF00397-PF00632 ; PF00397-PF00397 ; PF00397-PF00168 ; PF00168-PF00632 ; PF00168-PF00397 ; PF00168-PF00168,-
39268,ENSG00000069869,NEDD4,ENSG00000111605,CPSF6,PF00397-PF00076,-
39269,ENSG00000069869,NEDD4,ENSG00000108854,SMURF2,PF00632-PF00632 ; PF00632-PF00168 ; PF00632-PF00397 ; PF00397-PF00632 ; PF00397-PF00168 ; PF00397-PF00397 ; PF00168-PF00632 ; PF00168-PF00168 ; PF00168-PF00397,-
39270,ENSG00000069869,NEDD4,ENSG00000141480,ARRB2,PF00397-PF00339,-
39271,ENSG00000166407,LMO1,ENSG00000183765,CHEK2,PF00412-PF00069,-
39272,ENSG00000166407,LMO1,ENSG00000196628,TCF4,PF00412-PF00010,-
39273,ENSG00000172380,GNG12,ENSG00000172354,GNB2,PF00631-PF00400,-
39274,ENSG00000183853,KIRREL1,ENSG00000183853,KIRREL1,PF13927-PF13927,PF13927-PF07679 ; PF13927-PF08205 ; PF07679-PF13927 ; PF07679-PF07679 ; PF07679-PF08205 ; PF08205-PF13927 ; PF08205-PF07679 ; PF08205-PF08205
